Time(s), T_gas(K), p(Pa), N_gas(#/cm^3), H, H2, O, O2, OH, H2O, HO2, H2O2, AR, HE, H2(v1), H2(v2), H2(v3), O2(v1), O2(v2), O2(v3), O2(v4), O2(A1), O2(B1), O2*, O(1D), O(1S), O3, HE*, HE**, HE2, H^+, H2^+, H3^+, O^+, O2^+, O4^+, OH^+, H2O^+, H3O^+, HE^+, HE2^+, HEH^+, H^-, O^-, O2^-, O3^-, O4^-, OH^-, E, N2, Power_input(W/cm^3), Energy_deposited(mJ/cm^3)
6.66679e-05, 401.284, 101325, 1.82886e+19, 5.98776e+12, 3.04397e+18, 1.25124e+14, 1.52239e+18, 2.4539e+13, 2.78578e+14, 3.00156e+14, 6.64555e+12, 0, 1.37167e+19, 4.28417e+15, 5.58167e+13, 6.24632e+11, 5.78731e+13, 1.10061e+12, 1.57513e+11, 3.06261e+10, 3.98136e+14, 3.25504e+10, 7.41663e+09, 3.42704e+10, 6.17655e+09, 6.24346e+13, 2.22594e+09, 2.573e+09, 19535, 24380.5, 1.90966e+09, 4.53536e+09, 1.28797e+08, 1.63333e+11, 1.97038e+11, 9.38939e+07, 4.95094e+07, 3.15967e+08, 6.3594e+08, 8.21919e+07, 4.54693e+08, 6.61176e+06, 1.52564e+08, 2.43515e+08, 66902.1, 449811, 3.53791e+11, 1.43826e+10, 0, 799.42, 0.000255606
6.66679e-05, 401.284, 101325, 1.82886e+19, 5.99189e+12, 3.04397e+18, 1.25126e+14, 1.52239e+18, 2.45391e+13, 2.78578e+14, 3.00156e+14, 6.64556e+12, 0, 1.37167e+19, 4.28417e+15, 5.58168e+13, 6.24643e+11, 5.78734e+13, 1.10076e+12, 1.57597e+11, 3.0674e+10, 3.98137e+14, 3.26164e+10, 7.5508e+09, 3.53481e+10, 6.31191e+09, 6.24346e+13, 2.29595e+09, 2.65439e+09, 20175.5, 25150.5, 1.96901e+09, 4.68032e+09, 1.32833e+08, 1.63539e+11, 1.97038e+11, 9.68831e+07, 5.11582e+07, 3.17029e+08, 6.55769e+08, 8.48393e+07, 4.68842e+08, 6.81764e+06, 1.57303e+08, 2.4852e+08, 68690.7, 450689, 3.53791e+11, 1.48294e+10, 0, 824.259, 0.000263724
6.66679e-05, 401.284, 101325, 1.82886e+19, 5.99615e+12, 3.04397e+18, 1.25129e+14, 1.52239e+18, 2.45392e+13, 2.78578e+14, 3.00156e+14, 6.64556e+12, 0, 1.37167e+19, 4.28417e+15, 5.58169e+13, 6.24654e+11, 5.78737e+13, 1.10092e+12, 1.57684e+11, 3.07234e+10, 3.98137e+14, 3.26843e+10, 7.68915e+09, 3.64593e+10, 6.45147e+09, 6.24346e+13, 2.36813e+09, 2.73831e+09, 20835.9, 25944.6, 2.0302e+09, 4.82979e+09, 1.36994e+08, 1.63751e+11, 1.97038e+11, 9.99641e+07, 5.28576e+07, 3.18127e+08, 6.76213e+08, 8.75688e+07, 4.83431e+08, 7.0299e+06, 1.62189e+08, 2.53683e+08, 70535.2, 451596, 3.53791e+11, 1.52902e+10, 0, 849.87, 0.000272094
6.66679e-05, 401.284, 101325, 1.82886e+19, 6.00054e+12, 3.04397e+18, 1.25131e+14, 1.52239e+18, 2.45394e+13, 2.78578e+14, 3.00156e+14, 6.64556e+12, 0, 1.37167e+19, 4.28417e+15, 5.5817e+13, 6.24665e+11, 5.78741e+13, 1.10108e+12, 1.57774e+11, 3.07743e+10, 3.98137e+14, 3.27545e+10, 7.83182e+09, 3.7605e+10, 6.59537e+09, 6.24346e+13, 2.44255e+09, 2.82483e+09, 21516.8, 26763.7, 2.0933e+09, 4.98391e+09, 1.41284e+08, 1.6397e+11, 1.97039e+11, 1.0314e+08, 5.46091e+07, 3.19261e+08, 6.97292e+08, 9.03829e+07, 4.98474e+08, 7.24874e+06, 1.67227e+08, 2.59011e+08, 72437.4, 452534, 3.53791e+11, 1.57653e+10, 0, 876.277, 0.000280724
6.66679e-05, 401.284, 101325, 1.82886e+19, 6.00507e+12, 3.04397e+18, 1.25133e+14, 1.52239e+18, 2.45395e+13, 2.78578e+14, 3.00156e+14, 6.64556e+12, 0, 1.37167e+19, 4.28417e+15, 5.58171e+13, 6.24677e+11, 5.78744e+13, 1.10125e+12, 1.57866e+11, 3.08268e+10, 3.98137e+14, 3.28268e+10, 7.97894e+09, 3.87861e+10, 6.74375e+09, 6.24346e+13, 2.51928e+09, 2.91404e+09, 22219, 27608.5, 2.15835e+09, 5.14282e+09, 1.45706e+08, 1.64196e+11, 1.97039e+11, 1.06413e+08, 5.64142e+07, 3.20433e+08, 7.19024e+08, 9.32843e+07, 5.13983e+08, 7.47438e+06, 1.72421e+08, 2.64506e+08, 74399.1, 453503, 3.53792e+11, 1.62552e+10, 0, 903.504, 0.000289622
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.00973e+12, 3.04397e+18, 1.25135e+14, 1.52239e+18, 2.45397e+13, 2.78578e+14, 3.00156e+14, 6.64556e+12, 0, 1.37167e+19, 4.28417e+15, 5.58172e+13, 6.24689e+11, 5.78748e+13, 1.10142e+12, 1.57961e+11, 3.08809e+10, 3.98137e+14, 3.29014e+10, 8.13065e+09, 4.00039e+10, 6.89673e+09, 6.24346e+13, 2.59839e+09, 3.00601e+09, 22943, 28479.8, 2.22543e+09, 5.30667e+09, 1.50266e+08, 1.64429e+11, 1.9704e+11, 1.09787e+08, 5.82747e+07, 3.21643e+08, 7.4143e+08, 9.62757e+07, 5.29975e+08, 7.70703e+06, 1.77777e+08, 2.70176e+08, 76422.1, 454505, 3.53792e+11, 1.67602e+10, 0, 931.578, 0.000298797
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.01454e+12, 3.04397e+18, 1.25138e+14, 1.52239e+18, 2.45398e+13, 2.78578e+14, 3.00156e+14, 6.64556e+12, 0, 1.37167e+19, 4.28417e+15, 5.58173e+13, 6.24702e+11, 5.78751e+13, 1.1016e+12, 1.58059e+11, 3.09367e+10, 3.98138e+14, 3.29783e+10, 8.28709e+09, 4.12595e+10, 7.05447e+09, 6.24346e+13, 2.67995e+09, 3.10085e+09, 23689.4, 29378.5, 2.29459e+09, 5.47561e+09, 1.54966e+08, 1.64669e+11, 1.9704e+11, 1.13265e+08, 6.01921e+07, 3.22892e+08, 7.64531e+08, 9.93599e+07, 5.46463e+08, 7.94689e+06, 1.83299e+08, 2.76025e+08, 78508.3, 455540, 3.53792e+11, 1.7281e+10, 0, 960.524, 0.000308256
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.01951e+12, 3.04397e+18, 1.2514e+14, 1.52239e+18, 2.454e+13, 2.78578e+14, 3.00156e+14, 6.64557e+12, 0, 1.37167e+19, 4.28418e+15, 5.58174e+13, 6.24714e+11, 5.78755e+13, 1.10178e+12, 1.5816e+11, 3.09943e+10, 3.98138e+14, 3.30576e+10, 8.44841e+09, 4.25541e+10, 7.21711e+09, 6.24346e+13, 2.76404e+09, 3.19862e+09, 24459.1, 30305.5, 2.36591e+09, 5.6498e+09, 1.59812e+08, 1.64916e+11, 1.97041e+11, 1.1685e+08, 6.21684e+07, 3.24183e+08, 7.8835e+08, 1.0254e+08, 5.63463e+08, 8.1942e+06, 1.88993e+08, 2.82059e+08, 80659.8, 456610, 3.53792e+11, 1.7818e+10, 0, 990.37, 0.00031801
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.02462e+12, 3.04397e+18, 1.25143e+14, 1.52239e+18, 2.45402e+13, 2.78578e+14, 3.00156e+14, 6.64557e+12, 0, 1.37167e+19, 4.28418e+15, 5.58175e+13, 6.24728e+11, 5.78759e+13, 1.10197e+12, 1.58264e+11, 3.10537e+10, 3.98138e+14, 3.31395e+10, 8.61476e+09, 4.38888e+10, 7.3848e+09, 6.24346e+13, 2.85074e+09, 3.29943e+09, 25252.8, 31261.7, 2.43943e+09, 5.8294e+09, 1.64808e+08, 1.65172e+11, 1.97041e+11, 1.20545e+08, 6.42053e+07, 3.25516e+08, 8.12907e+08, 1.05818e+08, 5.80991e+08, 8.44918e+06, 1.94864e+08, 2.88283e+08, 82878.4, 457715, 3.53793e+11, 1.83716e+10, 0, 1021.14, 0.000328067
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.0299e+12, 3.04397e+18, 1.25145e+14, 1.52239e+18, 2.45404e+13, 2.78578e+14, 3.00156e+14, 6.64557e+12, 0, 1.37167e+19, 4.28418e+15, 5.58177e+13, 6.24742e+11, 5.78763e+13, 1.10216e+12, 1.58372e+11, 3.11149e+10, 3.98138e+14, 3.32239e+10, 8.78631e+09, 4.5265e+10, 7.5577e+09, 6.24346e+13, 2.94013e+09, 3.40337e+09, 26071.1, 32248, 2.51525e+09, 6.01459e+09, 1.69959e+08, 1.65435e+11, 1.97042e+11, 1.24355e+08, 6.63047e+07, 3.26893e+08, 8.38226e+08, 1.09198e+08, 5.99064e+08, 8.71208e+06, 2.00918e+08, 2.94704e+08, 85166.4, 458858, 3.53793e+11, 1.89425e+10, 0, 1052.87, 0.000338436
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.03534e+12, 3.04397e+18, 1.25148e+14, 1.52239e+18, 2.45405e+13, 2.78578e+14, 3.00156e+14, 6.64557e+12, 0, 1.37167e+19, 4.28418e+15, 5.58178e+13, 6.24756e+11, 5.78767e+13, 1.10236e+12, 1.58483e+11, 3.1178e+10, 3.98139e+14, 3.33109e+10, 8.9632e+09, 4.66838e+10, 7.73598e+09, 6.24346e+13, 3.03229e+09, 3.51054e+09, 26914.9, 33265.3, 2.59342e+09, 6.20553e+09, 1.75269e+08, 1.65706e+11, 1.97042e+11, 1.28281e+08, 6.84685e+07, 3.28314e+08, 8.64331e+08, 1.12683e+08, 6.17698e+08, 8.98314e+06, 2.07159e+08, 3.01327e+08, 87525.8, 460038, 3.53793e+11, 1.95311e+10, 0, 1085.59, 0.000349128
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.04094e+12, 3.04397e+18, 1.25151e+14, 1.52239e+18, 2.45407e+13, 2.78578e+14, 3.00156e+14, 6.64557e+12, 0, 1.37167e+19, 4.28418e+15, 5.58179e+13, 6.2477e+11, 5.78771e+13, 1.10257e+12, 1.58597e+11, 3.12431e+10, 3.98139e+14, 3.34007e+10, 9.1456e+09, 4.81466e+10, 7.9198e+09, 6.24346e+13, 3.12731e+09, 3.62103e+09, 27784.9, 34314.8, 2.67402e+09, 6.40241e+09, 1.80744e+08, 1.65986e+11, 1.97043e+11, 1.32329e+08, 7.06987e+07, 3.29782e+08, 8.91246e+08, 1.16276e+08, 6.36912e+08, 9.26262e+06, 2.13595e+08, 3.0816e+08, 89958.9, 461258, 3.53794e+11, 2.0138e+10, 0, 1119.32, 0.000360151
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.04673e+12, 3.04397e+18, 1.25154e+14, 1.52239e+18, 2.45409e+13, 2.78578e+14, 3.00156e+14, 6.64557e+12, 0, 1.37167e+19, 4.28418e+15, 5.58181e+13, 6.24786e+11, 5.78776e+13, 1.10278e+12, 1.58715e+11, 3.13102e+10, 3.98139e+14, 3.34933e+10, 9.33369e+09, 4.96549e+10, 8.10933e+09, 6.24346e+13, 3.22528e+09, 3.73496e+09, 28681.9, 35397.3, 2.75712e+09, 6.60541e+09, 1.86388e+08, 1.66274e+11, 1.97043e+11, 1.36501e+08, 7.29974e+07, 3.31297e+08, 9.18996e+08, 1.19981e+08, 6.56722e+08, 9.55078e+06, 2.2023e+08, 3.15208e+08, 92468, 462518, 3.53794e+11, 2.07638e+10, 0, 1154.1, 0.000371518
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.05269e+12, 3.04397e+18, 1.25156e+14, 1.52239e+18, 2.45411e+13, 2.78579e+14, 3.00156e+14, 6.64558e+12, 0, 1.37167e+19, 4.28419e+15, 5.58182e+13, 6.24801e+11, 5.7878e+13, 1.103e+12, 1.58836e+11, 3.13794e+10, 3.9814e+14, 3.35887e+10, 9.52765e+09, 5.121e+10, 8.30476e+09, 6.24347e+13, 3.32629e+09, 3.85242e+09, 29606.8, 36514, 2.84281e+09, 6.81472e+09, 1.92207e+08, 1.66572e+11, 1.97044e+11, 1.40802e+08, 7.53667e+07, 3.32862e+08, 9.47608e+08, 1.23801e+08, 6.77148e+08, 9.84788e+06, 2.27072e+08, 3.22478e+08, 95055.5, 463819, 3.53794e+11, 2.1409e+10, 0, 1189.97, 0.000383237
6.6668e-05, 401.284, 101325, 1.82886e+19, 6.05884e+12, 3.04397e+18, 1.2516e+14, 1.52239e+18, 2.45413e+13, 2.78579e+14, 3.00156e+14, 6.64558e+12, 0, 1.37167e+19, 4.28419e+15, 5.58184e+13, 6.24817e+11, 5.78785e+13, 1.10323e+12, 1.58962e+11, 3.14508e+10, 3.9814e+14, 3.36872e+10, 9.72765e+09, 5.28133e+10, 8.50625e+09, 6.24347e+13, 3.43043e+09, 3.97353e+09, 30560.5, 37666, 2.93116e+09, 7.03053e+09, 1.98207e+08, 1.66878e+11, 1.97045e+11, 1.45236e+08, 7.78088e+07, 3.34477e+08, 9.77108e+08, 1.27739e+08, 6.98208e+08, 1.01542e+07, 2.34127e+08, 3.29977e+08, 97723.7, 465164, 3.53795e+11, 2.20742e+10, 0, 1226.94, 0.000395321
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.06518e+12, 3.04397e+18, 1.25163e+14, 1.52239e+18, 2.45415e+13, 2.78579e+14, 3.00156e+14, 6.64558e+12, 0, 1.37167e+19, 4.28419e+15, 5.58185e+13, 6.24834e+11, 5.7879e+13, 1.10347e+12, 1.59091e+11, 3.15244e+10, 3.9814e+14, 3.37887e+10, 9.93388e+09, 5.44664e+10, 8.71401e+09, 6.24347e+13, 3.5378e+09, 4.0984e+09, 31543.9, 38854.4, 3.02225e+09, 7.25305e+09, 2.04392e+08, 1.67195e+11, 1.97045e+11, 1.49807e+08, 8.03259e+07, 3.36144e+08, 1.00752e+09, 1.31799e+08, 7.19923e+08, 1.04701e+07, 2.414e+08, 3.37712e+08, 100475, 466552, 3.53795e+11, 2.27602e+10, 0, 1265.07, 0.00040778
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.07171e+12, 3.04397e+18, 1.25166e+14, 1.52239e+18, 2.45418e+13, 2.78579e+14, 3.00156e+14, 6.64558e+12, 0, 1.37167e+19, 4.28419e+15, 5.58187e+13, 6.24851e+11, 5.78795e+13, 1.10371e+12, 1.59224e+11, 3.16002e+10, 3.9814e+14, 3.38935e+10, 1.01465e+10, 5.61708e+10, 8.92822e+09, 6.24347e+13, 3.64851e+09, 4.22714e+09, 32557.8, 40080.4, 3.11618e+09, 7.48249e+09, 2.10769e+08, 1.67521e+11, 1.97046e+11, 1.54518e+08, 8.29203e+07, 3.37865e+08, 1.03888e+09, 1.35985e+08, 7.42312e+08, 1.07957e+07, 2.489e+08, 3.4569e+08, 103312, 467987, 3.53795e+11, 2.34674e+10, 0, 1304.38, 0.000420626
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.07845e+12, 3.04397e+18, 1.25169e+14, 1.52239e+18, 2.4542e+13, 2.78579e+14, 3.00156e+14, 6.64558e+12, 0, 1.37167e+19, 4.28419e+15, 5.58189e+13, 6.24869e+11, 5.788e+13, 1.10396e+12, 1.59362e+11, 3.16785e+10, 3.98141e+14, 3.40015e+10, 1.03658e+10, 5.79282e+10, 9.14909e+09, 6.24347e+13, 3.76265e+09, 4.35989e+09, 33603.2, 41345.2, 3.21303e+09, 7.71905e+09, 2.17344e+08, 1.67857e+11, 1.97047e+11, 1.59376e+08, 8.55945e+07, 3.39642e+08, 1.07122e+09, 1.40301e+08, 7.65398e+08, 1.11315e+07, 2.56633e+08, 3.5392e+08, 106238, 469469, 3.53796e+11, 2.41966e+10, 0, 1344.91, 0.000433871
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.0854e+12, 3.04397e+18, 1.25173e+14, 1.52239e+18, 2.45422e+13, 2.78579e+14, 3.00156e+14, 6.64558e+12, 0, 1.37167e+19, 4.2842e+15, 5.5819e+13, 6.24887e+11, 5.78805e+13, 1.10421e+12, 1.59503e+11, 3.17592e+10, 3.98141e+14, 3.41128e+10, 1.0592e+10, 5.974e+10, 9.37683e+09, 6.24347e+13, 3.88033e+09, 4.49675e+09, 34681.1, 42650, 3.31288e+09, 7.96297e+09, 2.24123e+08, 1.68204e+11, 1.97048e+11, 1.64383e+08, 8.8351e+07, 3.41476e+08, 1.10455e+09, 1.44751e+08, 7.892e+08, 1.14777e+07, 2.64606e+08, 3.62408e+08, 109256, 470999, 3.53796e+11, 2.49485e+10, 0, 1386.71, 0.000447528
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.09256e+12, 3.04397e+18, 1.25176e+14, 1.52239e+18, 2.45425e+13, 2.78579e+14, 3.00156e+14, 6.64559e+12, 0, 1.37167e+19, 4.2842e+15, 5.58192e+13, 6.24906e+11, 5.78811e+13, 1.10448e+12, 1.59649e+11, 3.18424e+10, 3.98141e+14, 3.42277e+10, 1.08251e+10, 6.16081e+10, 9.61164e+09, 6.24347e+13, 4.00167e+09, 4.63787e+09, 35792.5, 43996.2, 3.41584e+09, 8.21448e+09, 2.31112e+08, 1.68561e+11, 1.97048e+11, 1.69545e+08, 9.11922e+07, 3.43368e+08, 1.13893e+09, 1.49339e+08, 8.13742e+08, 1.18346e+07, 2.72827e+08, 3.71163e+08, 112367, 472579, 3.53797e+11, 2.57238e+10, 0, 1429.8, 0.00046161
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.09995e+12, 3.04397e+18, 1.2518e+14, 1.52239e+18, 2.45427e+13, 2.78579e+14, 3.00156e+14, 6.64559e+12, 0, 1.37167e+19, 4.2842e+15, 5.58194e+13, 6.24926e+11, 5.78817e+13, 1.10475e+12, 1.598e+11, 3.19282e+10, 3.98142e+14, 3.43461e+10, 1.10656e+10, 6.35342e+10, 9.85375e+09, 6.24347e+13, 4.12677e+09, 4.78337e+09, 36938.5, 45385.1, 3.522e+09, 8.4738e+09, 2.38317e+08, 1.6893e+11, 1.97049e+11, 1.74867e+08, 9.41208e+07, 3.45322e+08, 1.17437e+09, 1.5407e+08, 8.39047e+08, 1.22026e+07, 2.81303e+08, 3.80193e+08, 115575, 474212, 3.53797e+11, 2.65232e+10, 0, 1474.23, 0.000476129
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.10757e+12, 3.04397e+18, 1.25184e+14, 1.52239e+18, 2.4543e+13, 2.78579e+14, 3.00156e+14, 6.64559e+12, 0, 1.37167e+19, 4.2842e+15, 5.58196e+13, 6.24946e+11, 5.78822e+13, 1.10503e+12, 1.59956e+11, 3.20166e+10, 3.98142e+14, 3.44683e+10, 1.13135e+10, 6.55202e+10, 1.01034e+10, 6.24347e+13, 4.25575e+09, 4.93338e+09, 38120.1, 46818.1, 3.63146e+09, 8.74117e+09, 2.45746e+08, 1.6931e+11, 1.9705e+11, 1.80353e+08, 9.71396e+07, 3.47338e+08, 1.21091e+09, 1.58947e+08, 8.65138e+08, 1.25821e+07, 2.90043e+08, 3.89507e+08, 118883, 475897, 3.53798e+11, 2.73474e+10, 0, 1520.04, 0.000491099
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.11542e+12, 3.04397e+18, 1.25188e+14, 1.52239e+18, 2.45432e+13, 2.78579e+14, 3.00156e+14, 6.64559e+12, 0, 1.37167e+19, 4.2842e+15, 5.58198e+13, 6.24967e+11, 5.78829e+13, 1.10532e+12, 1.60116e+11, 3.21078e+10, 3.98143e+14, 3.45943e+10, 1.15691e+10, 6.75677e+10, 1.03608e+10, 6.24347e+13, 4.38874e+09, 5.08806e+09, 39338.4, 48296.6, 3.74432e+09, 9.01686e+09, 2.53406e+08, 1.69702e+11, 1.97051e+11, 1.86008e+08, 1.00251e+08, 3.49418e+08, 1.24858e+09, 1.63976e+08, 8.92039e+08, 1.29733e+07, 2.99054e+08, 3.99114e+08, 122295, 477638, 3.53798e+11, 2.81972e+10, 0, 1567.27, 0.000506534
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.12352e+12, 3.04397e+18, 1.25192e+14, 1.52239e+18, 2.45435e+13, 2.78579e+14, 3.00156e+14, 6.64559e+12, 0, 1.37167e+19, 4.28421e+15, 5.582e+13, 6.24988e+11, 5.78835e+13, 1.10562e+12, 1.60281e+11, 3.22019e+10, 3.98143e+14, 3.47242e+10, 1.18327e+10, 6.96789e+10, 1.06262e+10, 6.24347e+13, 4.52586e+09, 5.24754e+09, 40594.5, 49822, 3.86069e+09, 9.30112e+09, 2.61303e+08, 1.70106e+11, 1.97052e+11, 1.91839e+08, 1.03459e+08, 3.51565e+08, 1.28742e+09, 1.69161e+08, 9.19777e+08, 1.33767e+07, 3.08346e+08, 4.09022e+08, 125813, 479435, 3.53799e+11, 2.90734e+10, 0, 1615.98, 0.000522449
6.66681e-05, 401.284, 101325, 1.82886e+19, 6.13187e+12, 3.04397e+18, 1.25196e+14, 1.52239e+18, 2.45438e+13, 2.78579e+14, 3.00156e+14, 6.64559e+12, 0, 1.37167e+19, 4.28421e+15, 5.58202e+13, 6.2501e+11, 5.78841e+13, 1.10593e+12, 1.60451e+11, 3.22989e+10, 3.98143e+14, 3.48581e+10, 1.21045e+10, 7.18556e+10, 1.08998e+10, 6.24347e+13, 4.66723e+09, 5.41197e+09, 41889.8, 51396.1, 3.98067e+09, 9.59421e+09, 2.69445e+08, 1.70522e+11, 1.97052e+11, 1.9785e+08, 1.06765e+08, 3.53781e+08, 1.32748e+09, 1.74507e+08, 9.48377e+08, 1.37927e+07, 3.17926e+08, 4.19241e+08, 129441, 481291, 3.53799e+11, 2.99769e+10, 0, 1666.19, 0.000538859
6.66682e-05, 401.284, 101325, 1.82886e+19, 6.14048e+12, 3.04397e+18, 1.252e+14, 1.52239e+18, 2.45441e+13, 2.78579e+14, 3.00156e+14, 6.6456e+12, 0, 1.37167e+19, 4.28421e+15, 5.58205e+13, 6.25033e+11, 5.78848e+13, 1.10625e+12, 1.60627e+11, 3.23989e+10, 3.98144e+14, 3.49963e+10, 1.23848e+10, 7.40998e+10, 1.1182e+10, 6.24347e+13, 4.81299e+09, 5.58151e+09, 43225.3, 53020.2, 4.10438e+09, 9.89642e+09, 2.7784e+08, 1.70952e+11, 1.97053e+11, 2.04047e+08, 1.10173e+08, 3.56067e+08, 1.36877e+09, 1.80019e+08, 9.77865e+08, 1.42215e+07, 3.27804e+08, 4.29781e+08, 133181, 483207, 3.538e+11, 3.09084e+10, 0, 1717.97, 0.000555778
6.66682e-05, 401.284, 101325, 1.82886e+19, 6.14936e+12, 3.04397e+18, 1.25204e+14, 1.52239e+18, 2.45444e+13, 2.78579e+14, 3.00156e+14, 6.6456e+12, 0, 1.37167e+19, 4.28421e+15, 5.58207e+13, 6.25057e+11, 5.78855e+13, 1.10658e+12, 1.60808e+11, 3.2502e+10, 3.98144e+14, 3.51387e+10, 1.26738e+10, 7.64138e+10, 1.14729e+10, 6.24347e+13, 4.96328e+09, 5.75632e+09, 44602.2, 54696.1, 4.23194e+09, 1.0208e+10, 2.86495e+08, 1.71395e+11, 1.97054e+11, 2.10436e+08, 1.13686e+08, 3.58427e+08, 1.41135e+09, 1.85701e+08, 1.00827e+09, 1.46637e+07, 3.37989e+08, 4.40651e+08, 137039, 485186, 3.538e+11, 3.18689e+10, 0, 1771.36, 0.000573224
6.66682e-05, 401.284, 101325, 1.82886e+19, 6.15851e+12, 3.04397e+18, 1.25209e+14, 1.52239e+18, 2.45447e+13, 2.78579e+14, 3.00156e+14, 6.6456e+12, 0, 1.37167e+19, 4.28422e+15, 5.58209e+13, 6.25081e+11, 5.78862e+13, 1.10692e+12, 1.60995e+11, 3.26083e+10, 3.98145e+14, 3.52856e+10, 1.29718e+10, 7.87996e+10, 1.17728e+10, 6.24347e+13, 5.11823e+09, 5.93655e+09, 46022, 56425.4, 4.36346e+09, 1.05293e+10, 2.95419e+08, 1.71851e+11, 1.97055e+11, 2.17022e+08, 1.17308e+08, 3.60861e+08, 1.45525e+09, 1.91561e+08, 1.03962e+09, 1.51196e+07, 3.48491e+08, 4.51862e+08, 141016, 487228, 3.53801e+11, 3.28592e+10, 0, 1826.4, 0.000591211
6.66682e-05, 401.284, 101325, 1.82886e+19, 6.16795e+12, 3.04397e+18, 1.25214e+14, 1.52239e+18, 2.4545e+13, 2.78579e+14, 3.00156e+14, 6.6456e+12, 0, 1.37167e+19, 4.28422e+15, 5.58212e+13, 6.25107e+11, 5.7887e+13, 1.10727e+12, 1.61188e+11, 3.27179e+10, 3.98145e+14, 3.54371e+10, 1.32791e+10, 8.12595e+10, 1.20821e+10, 6.24347e+13, 5.278e+09, 6.12239e+09, 47486, 58209.9, 4.49907e+09, 1.08606e+10, 3.0462e+08, 1.72322e+11, 1.97056e+11, 2.23812e+08, 1.21041e+08, 3.63373e+08, 1.50051e+09, 1.97602e+08, 1.07194e+09, 1.55897e+07, 3.59319e+08, 4.63424e+08, 145117, 489337, 3.53802e+11, 3.38804e+10, 0, 1883.16, 0.000609757
6.66682e-05, 401.284, 101325, 1.82886e+19, 6.17768e+12, 3.04397e+18, 1.25219e+14, 1.52239e+18, 2.45454e+13, 2.78579e+14, 3.00156e+14, 6.6456e+12, 0, 1.37167e+19, 4.28422e+15, 5.58214e+13, 6.25133e+11, 5.78877e+13, 1.10763e+12, 1.61386e+11, 3.2831e+10, 3.98145e+14, 3.55934e+10, 1.3596e+10, 8.37958e+10, 1.2401e+10, 6.24348e+13, 5.44272e+09, 6.31399e+09, 48995.4, 60051.4, 4.6389e+09, 1.12021e+10, 3.14106e+08, 1.72808e+11, 1.97057e+11, 2.30813e+08, 1.24889e+08, 3.65964e+08, 1.54718e+09, 2.0383e+08, 1.10527e+09, 1.60743e+07, 3.70483e+08, 4.75349e+08, 149347, 491515, 3.53802e+11, 3.49332e+10, 0, 1941.68, 0.00062888
6.66682e-05, 401.284, 101325, 1.82886e+19, 6.18772e+12, 3.04397e+18, 1.25224e+14, 1.52239e+18, 2.45457e+13, 2.78579e+14, 3.00156e+14, 6.6456e+12, 0, 1.37167e+19, 4.28423e+15, 5.58217e+13, 6.25159e+11, 5.78885e+13, 1.108e+12, 1.61591e+11, 3.29475e+10, 3.98146e+14, 3.57545e+10, 1.39227e+10, 8.64109e+10, 1.27298e+10, 6.24348e+13, 5.61256e+09, 6.51155e+09, 50551.7, 61951.8, 4.78307e+09, 1.15543e+10, 3.23886e+08, 1.73308e+11, 1.97058e+11, 2.3803e+08, 1.28856e+08, 3.68638e+08, 1.5953e+09, 2.10252e+08, 1.13963e+09, 1.65741e+07, 3.81994e+08, 4.87648e+08, 153708, 493762, 3.53803e+11, 3.60188e+10, 0, 2002.02, 0.000648597
6.66682e-05, 401.284, 101325, 1.82886e+19, 6.19806e+12, 3.04397e+18, 1.25229e+14, 1.52239e+18, 2.45461e+13, 2.78579e+14, 3.00156e+14, 6.6456e+12, 0, 1.37167e+19, 4.28423e+15, 5.5822e+13, 6.25187e+11, 5.78893e+13, 1.10838e+12, 1.61802e+11, 3.30677e+10, 3.98146e+14, 3.59206e+10, 1.42596e+10, 8.91071e+10, 1.30688e+10, 6.24348e+13, 5.78768e+09, 6.71524e+09, 52156.5, 63913, 4.93172e+09, 1.19174e+10, 3.33971e+08, 1.73824e+11, 1.9706e+11, 2.45471e+08, 1.32945e+08, 3.71397e+08, 1.64491e+09, 2.16874e+08, 1.17507e+09, 1.70893e+07, 3.93864e+08, 5.00331e+08, 158205, 496082, 3.53804e+11, 3.71381e+10, 0, 2064.23, 0.000668927
