Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
9.06e-09, 400.055, 1.83448e+19, 2.60511e+12, 3.05803e+18, 1.52809e+18, 4.90935e+13, 2.426e+13, 2.85962e+12, 2.31065e+12
9.07e-09, 400.055, 1.83448e+19, 2.64495e+12, 3.05803e+18, 1.52809e+18, 4.98666e+13, 2.46407e+13, 2.90496e+12, 2.3469e+12
9.08e-09, 400.056, 1.83448e+19, 2.68538e+12, 3.05802e+18, 1.52808e+18, 5.06516e+13, 2.50271e+13, 2.95101e+12, 2.3837e+12
9.09e-09, 400.057, 1.83447e+19, 2.72639e+12, 3.05801e+18, 1.52808e+18, 5.14486e+13, 2.54195e+13, 2.99779e+12, 2.42106e+12
9.1e-09, 400.058, 1.83447e+19, 2.76799e+12, 3.058e+18, 1.52807e+18, 5.2258e+13, 2.58179e+13, 3.04529e+12, 2.45899e+12
9.11e-09, 400.059, 1.83446e+19, 2.81019e+12, 3.05799e+18, 1.52807e+18, 5.30797e+13, 2.62223e+13, 3.09353e+12, 2.4975e+12
2.86974e-08, 400.14, 1.83409e+19, 2.31713e+12, 3.05675e+18, 1.52762e+18, 8.12471e+13, 6.94354e+13, 2.03809e+13, 3.54961e+13
4.83735e-08, 400.184, 1.83389e+19, 1.16284e+12, 3.05608e+18, 1.52737e+18, 9.04325e+13, 9.2498e+13, 2.54858e+13, 5.51367e+13
6.81391e-08, 400.207, 1.83378e+19, 5.82043e+11, 3.05572e+18, 1.52724e+18, 9.44826e+13, 1.04115e+14, 2.81052e+13, 6.62982e+13
8.79951e-08, 400.221, 1.83372e+19, 2.95141e+11, 3.05553e+18, 1.52717e+18, 9.59735e+13, 1.10018e+14, 2.9414e+13, 7.31059e+13
1.07942e-07, 400.229, 1.83368e+19, 1.53836e+11, 3.05543e+18, 1.52712e+18, 9.62001e+13, 1.13089e+14, 3.00667e+13, 7.76595e+13
1.27982e-07, 400.234, 1.83366e+19, 8.43533e+10, 3.05536e+18, 1.5271e+18, 9.58054e+13, 1.1476e+14, 3.0394e+13, 8.10175e+13
1.48114e-07, 400.238, 1.83364e+19, 5.01847e+10, 3.05532e+18, 1.52708e+18, 9.51076e+13, 1.15739e+14, 3.05601e+13, 8.37158e+13
1.6834e-07, 400.241, 1.83363e+19, 3.33261e+10, 3.05529e+18, 1.52707e+18, 9.42635e+13, 1.16376e+14, 3.06462e+13, 8.60277e+13
1.8866e-07, 400.243, 1.83362e+19, 2.49276e+10, 3.05527e+18, 1.52705e+18, 9.33503e+13, 1.16843e+14, 3.06922e+13, 8.80942e+13
2.09076e-07, 400.245, 1.83361e+19, 2.06536e+10, 3.05525e+18, 1.52705e+18, 9.24059e+13, 1.17223e+14, 3.07177e+13, 8.99899e+13
2.29589e-07, 400.247, 1.8336e+19, 1.8387e+10, 3.05523e+18, 1.52704e+18, 9.14488e+13, 1.17558e+14, 3.07325e+13, 9.17554e+13
2.50199e-07, 400.248, 1.8336e+19, 1.70974e+10, 3.05522e+18, 1.52703e+18, 9.0488e+13, 1.17868e+14, 3.07412e+13, 9.34142e+13
2.70907e-07, 400.25, 1.83359e+19, 1.62847e+10, 3.0552e+18, 1.52702e+18, 8.9528e+13, 1.18162e+14, 3.07462e+13, 9.49805e+13
2.91714e-07, 400.251, 1.83358e+19, 1.5707e+10, 3.05519e+18, 1.52701e+18, 8.85709e+13, 1.18447e+14, 3.07487e+13, 9.64639e+13
3.12622e-07, 400.253, 1.83358e+19, 1.52474e+10, 3.05517e+18, 1.52701e+18, 8.76179e+13, 1.18723e+14, 3.07492e+13, 9.78713e+13
3.3363e-07, 400.254, 1.83357e+19, 1.48496e+10, 3.05516e+18, 1.527e+18, 8.66695e+13, 1.18992e+14, 3.0748e+13, 9.92081e+13
3.54741e-07, 400.255, 1.83356e+19, 1.44865e+10, 3.05515e+18, 1.52699e+18, 8.5726e+13, 1.19255e+14, 3.07454e+13, 1.00479e+14
3.75955e-07, 400.257, 1.83356e+19, 1.41447e+10, 3.05513e+18, 1.52699e+18, 8.47875e+13, 1.19513e+14, 3.07414e+13, 1.01687e+14
3.97273e-07, 400.258, 1.83355e+19, 1.3818e+10, 3.05512e+18, 1.52698e+18, 8.38542e+13, 1.19764e+14, 3.0736e+13, 1.02837e+14
4.18696e-07, 400.259, 1.83355e+19, 1.35029e+10, 3.05511e+18, 1.52697e+18, 8.29262e+13, 1.20011e+14, 3.07295e+13, 1.03931e+14
4.40225e-07, 400.261, 1.83354e+19, 1.31978e+10, 3.0551e+18, 1.52697e+18, 8.20035e+13, 1.20252e+14, 3.07217e+13, 1.04973e+14
4.61862e-07, 400.262, 1.83353e+19, 1.29017e+10, 3.05508e+18, 1.52696e+18, 8.10862e+13, 1.20488e+14, 3.07127e+13, 1.05964e+14
4.83607e-07, 400.263, 1.83353e+19, 1.26139e+10, 3.05507e+18, 1.52695e+18, 8.01744e+13, 1.20719e+14, 3.07025e+13, 1.06909e+14
5.05461e-07, 400.264, 1.83352e+19, 1.23342e+10, 3.05506e+18, 1.52695e+18, 7.9268e+13, 1.20945e+14, 3.06912e+13, 1.07809e+14
5.27426e-07, 400.265, 1.83352e+19, 1.20619e+10, 3.05505e+18, 1.52694e+18, 7.83671e+13, 1.21166e+14, 3.06789e+13, 1.08666e+14
5.49503e-07, 400.267, 1.83351e+19, 1.1797e+10, 3.05504e+18, 1.52693e+18, 7.74718e+13, 1.21383e+14, 3.06654e+13, 1.09484e+14
5.71692e-07, 400.268, 1.83351e+19, 1.15391e+10, 3.05503e+18, 1.52693e+18, 7.65822e+13, 1.21594e+14, 3.06509e+13, 1.10263e+14
5.93996e-07, 400.269, 1.8335e+19, 1.1288e+10, 3.05501e+18, 1.52692e+18, 7.56981e+13, 1.21802e+14, 3.06354e+13, 1.11006e+14
6.16414e-07, 400.27, 1.8335e+19, 1.10434e+10, 3.055e+18, 1.52692e+18, 7.48197e+13, 1.22004e+14, 3.06189e+13, 1.11714e+14
6.38949e-07, 400.271, 1.83349e+19, 1.08051e+10, 3.05499e+18, 1.52691e+18, 7.39471e+13, 1.22203e+14, 3.06013e+13, 1.12391e+14
6.61601e-07, 400.272, 1.83349e+19, 1.0573e+10, 3.05498e+18, 1.52691e+18, 7.30802e+13, 1.22397e+14, 3.05828e+13, 1.13036e+14
6.84372e-07, 400.273, 1.83348e+19, 1.03467e+10, 3.05497e+18, 1.5269e+18, 7.2219e+13, 1.22586e+14, 3.05634e+13, 1.13653e+14
7.07263e-07, 400.274, 1.83348e+19, 1.01261e+10, 3.05496e+18, 1.52689e+18, 7.13636e+13, 1.22772e+14, 3.0543e+13, 1.14241e+14
7.30276e-07, 400.275, 1.83347e+19, 9.91113e+09, 3.05495e+18, 1.52689e+18, 7.05141e+13, 1.22953e+14, 3.05217e+13, 1.14804e+14
7.53411e-07, 400.276, 1.83347e+19, 9.70147e+09, 3.05494e+18, 1.52688e+18, 6.96704e+13, 1.23131e+14, 3.04995e+13, 1.15341e+14
7.7667e-07, 400.277, 1.83346e+19, 9.497e+09, 3.05493e+18, 1.52688e+18, 6.88326e+13, 1.23304e+14, 3.04764e+13, 1.15856e+14
8.00054e-07, 400.278, 1.83346e+19, 9.29756e+09, 3.05492e+18, 1.52687e+18, 6.80007e+13, 1.23474e+14, 3.04524e+13, 1.16347e+14
8.23565e-07, 400.279, 1.83346e+19, 9.103e+09, 3.05491e+18, 1.52687e+18, 6.71746e+13, 1.2364e+14, 3.04276e+13, 1.16818e+14
8.47203e-07, 400.28, 1.83345e+19, 8.91317e+09, 3.0549e+18, 1.52686e+18, 6.63546e+13, 1.23802e+14, 3.04019e+13, 1.17269e+14
8.70971e-07, 400.281, 1.83345e+19, 8.72791e+09, 3.05489e+18, 1.52686e+18, 6.55404e+13, 1.2396e+14, 3.03754e+13, 1.177e+14
8.9487e-07, 400.282, 1.83344e+19, 8.54711e+09, 3.05488e+18, 1.52685e+18, 6.47322e+13, 1.24115e+14, 3.03481e+13, 1.18114e+14
9.18901e-07, 400.283, 1.83344e+19, 8.37063e+09, 3.05488e+18, 1.52685e+18, 6.393e+13, 1.24266e+14, 3.03199e+13, 1.18511e+14
9.43066e-07, 400.284, 1.83343e+19, 8.19833e+09, 3.05487e+18, 1.52684e+18, 6.31338e+13, 1.24413e+14, 3.0291e+13, 1.18892e+14
9.67366e-07, 400.285, 1.83343e+19, 8.03011e+09, 3.05486e+18, 1.52684e+18, 6.23436e+13, 1.24557e+14, 3.02612e+13, 1.19257e+14
9.91803e-07, 400.286, 1.83343e+19, 7.86584e+09, 3.05485e+18, 1.52683e+18, 6.15594e+13, 1.24698e+14, 3.02307e+13, 1.19608e+14
1.01638e-06, 400.287, 1.83342e+19, 7.7054e+09, 3.05484e+18, 1.52683e+18, 6.07813e+13, 1.24835e+14, 3.01994e+13, 1.19945e+14
1.04109e-06, 400.287, 1.83342e+19, 7.5487e+09, 3.05483e+18, 1.52682e+18, 6.00092e+13, 1.24969e+14, 3.01674e+13, 1.20269e+14
1.06595e-06, 400.288, 1.83341e+19, 7.39563e+09, 3.05482e+18, 1.52682e+18, 5.92431e+13, 1.251e+14, 3.01346e+13, 1.20581e+14
1.09095e-06, 400.289, 1.83341e+19, 7.24608e+09, 3.05481e+18, 1.52682e+18, 5.84831e+13, 1.25228e+14, 3.0101e+13, 1.20882e+14
1.11609e-06, 400.29, 1.83341e+19, 7.09996e+09, 3.05481e+18, 1.52681e+18, 5.77291e+13, 1.25352e+14, 3.00667e+13, 1.21171e+14
1.14138e-06, 400.291, 1.8334e+19, 6.95718e+09, 3.0548e+18, 1.52681e+18, 5.69812e+13, 1.25473e+14, 3.00317e+13, 1.2145e+14
1.16682e-06, 400.292, 1.8334e+19, 6.81764e+09, 3.05479e+18, 1.5268e+18, 5.62394e+13, 1.25592e+14, 2.9996e+13, 1.21718e+14
1.19241e-06, 400.293, 1.83339e+19, 6.68125e+09, 3.05478e+18, 1.5268e+18, 5.55037e+13, 1.25707e+14, 2.99595e+13, 1.21978e+14
1.21815e-06, 400.293, 1.83339e+19, 6.54794e+09, 3.05477e+18, 1.52679e+18, 5.4774e+13, 1.25819e+14, 2.99224e+13, 1.22228e+14
1.24404e-06, 400.294, 1.83339e+19, 6.41763e+09, 3.05477e+18, 1.52679e+18, 5.40504e+13, 1.25928e+14, 2.98845e+13, 1.2247e+14
1.27009e-06, 400.295, 1.83338e+19, 6.29022e+09, 3.05476e+18, 1.52679e+18, 5.33329e+13, 1.26035e+14, 2.9846e+13, 1.22704e+14
1.2963e-06, 400.296, 1.83338e+19, 6.16565e+09, 3.05475e+18, 1.52678e+18, 5.26215e+13, 1.26138e+14, 2.98067e+13, 1.22931e+14
1.32267e-06, 400.297, 1.83338e+19, 6.04385e+09, 3.05474e+18, 1.52678e+18, 5.19161e+13, 1.26239e+14, 2.97668e+13, 1.2315e+14
1.34919e-06, 400.297, 1.83337e+19, 5.92473e+09, 3.05473e+18, 1.52677e+18, 5.12168e+13, 1.26337e+14, 2.97262e+13, 1.23362e+14
1.37588e-06, 400.298, 1.83337e+19, 5.80824e+09, 3.05473e+18, 1.52677e+18, 5.05237e+13, 1.26432e+14, 2.9685e+13, 1.23568e+14
1.40274e-06, 400.299, 1.83337e+19, 5.6943e+09, 3.05472e+18, 1.52677e+18, 4.98366e+13, 1.26525e+14, 2.9643e+13, 1.23768e+14
1.42976e-06, 400.3, 1.83336e+19, 5.58286e+09, 3.05471e+18, 1.52676e+18, 4.91555e+13, 1.26615e+14, 2.96004e+13, 1.23961e+14
1.45695e-06, 400.3, 1.83336e+19, 5.47384e+09, 3.05471e+18, 1.52676e+18, 4.84806e+13, 1.26702e+14, 2.95572e+13, 1.2415e+14
1.48431e-06, 400.301, 1.83335e+19, 5.36719e+09, 3.0547e+18, 1.52675e+18, 4.78117e+13, 1.26787e+14, 2.95133e+13, 1.24333e+14
1.51185e-06, 400.302, 1.83335e+19, 5.26286e+09, 3.05469e+18, 1.52675e+18, 4.71488e+13, 1.26869e+14, 2.94687e+13, 1.2451e+14
1.53956e-06, 400.303, 1.83335e+19, 5.16077e+09, 3.05468e+18, 1.52675e+18, 4.64921e+13, 1.26948e+14, 2.94235e+13, 1.24683e+14
1.56745e-06, 400.303, 1.83334e+19, 5.06089e+09, 3.05468e+18, 1.52674e+18, 4.58414e+13, 1.27025e+14, 2.93777e+13, 1.24852e+14
1.59552e-06, 400.304, 1.83334e+19, 4.96314e+09, 3.05467e+18, 1.52674e+18, 4.51967e+13, 1.271e+14, 2.93312e+13, 1.25016e+14
1.62377e-06, 400.305, 1.83334e+19, 4.86749e+09, 3.05466e+18, 1.52673e+18, 4.4558e+13, 1.27172e+14, 2.92841e+13, 1.25176e+14
1.6522e-06, 400.305, 1.83333e+19, 4.77389e+09, 3.05466e+18, 1.52673e+18, 4.39254e+13, 1.27242e+14, 2.92363e+13, 1.25332e+14
1.68083e-06, 400.306, 1.83333e+19, 4.68227e+09, 3.05465e+18, 1.52673e+18, 4.32988e+13, 1.2731e+14, 2.91879e+13, 1.25485e+14
1.70964e-06, 400.307, 1.83333e+19, 4.59261e+09, 3.05464e+18, 1.52672e+18, 4.26783e+13, 1.27375e+14, 2.91389e+13, 1.25633e+14
1.73865e-06, 400.308, 1.83333e+19, 4.50484e+09, 3.05464e+18, 1.52672e+18, 4.20637e+13, 1.27438e+14, 2.90893e+13, 1.25779e+14
1.76785e-06, 400.308, 1.83332e+19, 4.41893e+09, 3.05463e+18, 1.52672e+18, 4.14551e+13, 1.27499e+14, 2.9039e+13, 1.25921e+14
1.79725e-06, 400.309, 1.83332e+19, 4.33483e+09, 3.05462e+18, 1.52671e+18, 4.08525e+13, 1.27557e+14, 2.89882e+13, 1.2606e+14
1.82685e-06, 400.31, 1.83332e+19, 4.2525e+09, 3.05462e+18, 1.52671e+18, 4.02559e+13, 1.27613e+14, 2.89367e+13, 1.26196e+14
1.85665e-06, 400.31, 1.83331e+19, 4.17189e+09, 3.05461e+18, 1.52671e+18, 3.96652e+13, 1.27667e+14, 2.88846e+13, 1.26329e+14
1.88666e-06, 400.311, 1.83331e+19, 4.09298e+09, 3.0546e+18, 1.5267e+18, 3.90805e+13, 1.27719e+14, 2.88319e+13, 1.26459e+14
1.91688e-06, 400.312, 1.83331e+19, 4.01572e+09, 3.0546e+18, 1.5267e+18, 3.85017e+13, 1.27768e+14, 2.87786e+13, 1.26587e+14
1.94731e-06, 400.312, 1.8333e+19, 3.94007e+09, 3.05459e+18, 1.5267e+18, 3.79288e+13, 1.27816e+14, 2.87246e+13, 1.26712e+14
1.97795e-06, 400.313, 1.8333e+19, 3.866e+09, 3.05459e+18, 1.52669e+18, 3.73618e+13, 1.27861e+14, 2.86701e+13, 1.26835e+14
2.00882e-06, 400.313, 1.8333e+19, 3.79347e+09, 3.05458e+18, 1.52669e+18, 3.68007e+13, 1.27905e+14, 2.86149e+13, 1.26956e+14
2.0399e-06, 400.314, 1.8333e+19, 3.72244e+09, 3.05457e+18, 1.52669e+18, 3.62455e+13, 1.27946e+14, 2.85592e+13, 1.27074e+14
2.07121e-06, 400.315, 1.83329e+19, 3.65288e+09, 3.05457e+18, 1.52668e+18, 3.56962e+13, 1.27985e+14, 2.85028e+13, 1.27191e+14
2.10274e-06, 400.315, 1.83329e+19, 3.58477e+09, 3.05456e+18, 1.52668e+18, 3.51527e+13, 1.28023e+14, 2.84459e+13, 1.27305e+14
2.13451e-06, 400.316, 1.83329e+19, 3.51806e+09, 3.05456e+18, 1.52668e+18, 3.4615e+13, 1.28058e+14, 2.83883e+13, 1.27417e+14
2.1665e-06, 400.317, 1.83328e+19, 3.45273e+09, 3.05455e+18, 1.52667e+18, 3.40832e+13, 1.28091e+14, 2.83302e+13, 1.27528e+14
2.19874e-06, 400.317, 1.83328e+19, 3.38874e+09, 3.05454e+18, 1.52667e+18, 3.35571e+13, 1.28123e+14, 2.82714e+13, 1.27636e+14
2.23122e-06, 400.318, 1.83328e+19, 3.32607e+09, 3.05454e+18, 1.52667e+18, 3.30369e+13, 1.28152e+14, 2.8212e+13, 1.27743e+14
2.26394e-06, 400.318, 1.83328e+19, 3.26469e+09, 3.05453e+18, 1.52666e+18, 3.25224e+13, 1.2818e+14, 2.81521e+13, 1.27848e+14
2.29691e-06, 400.319, 1.83327e+19, 3.20457e+09, 3.05453e+18, 1.52666e+18, 3.20136e+13, 1.28205e+14, 2.80915e+13, 1.27952e+14
2.33013e-06, 400.32, 1.83327e+19, 3.14568e+09, 3.05452e+18, 1.52666e+18, 3.15106e+13, 1.28229e+14, 2.80303e+13, 1.28054e+14
2.36361e-06, 400.32, 1.83327e+19, 3.08799e+09, 3.05452e+18, 1.52666e+18, 3.10133e+13, 1.28251e+14, 2.79686e+13, 1.28155e+14
2.39735e-06, 400.321, 1.83326e+19, 3.03149e+09, 3.05451e+18, 1.52665e+18, 3.05216e+13, 1.28271e+14, 2.79062e+13, 1.28254e+14
2.43136e-06, 400.321, 1.83326e+19, 2.97614e+09, 3.0545e+18, 1.52665e+18, 3.00357e+13, 1.2829e+14, 2.78432e+13, 1.28351e+14
2.46563e-06, 400.322, 1.83326e+19, 2.92191e+09, 3.0545e+18, 1.52665e+18, 2.95553e+13, 1.28306e+14, 2.77797e+13, 1.28448e+14
2.50017e-06, 400.323, 1.83326e+19, 2.86879e+09, 3.05449e+18, 1.52664e+18, 2.90806e+13, 1.28321e+14, 2.77155e+13, 1.28543e+14
2.53499e-06, 400.323, 1.83325e+19, 2.81676e+09, 3.05449e+18, 1.52664e+18, 2.86116e+13, 1.28334e+14, 2.76507e+13, 1.28637e+14
2.57009e-06, 400.324, 1.83325e+19, 2.76578e+09, 3.05448e+18, 1.52664e+18, 2.81481e+13, 1.28345e+14, 2.75853e+13, 1.28729e+14
2.60548e-06, 400.324, 1.83325e+19, 2.71584e+09, 3.05448e+18, 1.52664e+18, 2.76901e+13, 1.28354e+14, 2.75194e+13, 1.2882e+14
2.64116e-06, 400.325, 1.83325e+19, 2.66691e+09, 3.05447e+18, 1.52663e+18, 2.72377e+13, 1.28362e+14, 2.74528e+13, 1.28911e+14
2.67714e-06, 400.325, 1.83324e+19, 2.61897e+09, 3.05447e+18, 1.52663e+18, 2.67908e+13, 1.28368e+14, 2.73856e+13, 1.29e+14
2.71341e-06, 400.326, 1.83324e+19, 2.57201e+09, 3.05446e+18, 1.52663e+18, 2.63495e+13, 1.28372e+14, 2.73178e+13, 1.29088e+14
2.74999e-06, 400.326, 1.83324e+19, 2.526e+09, 3.05446e+18, 1.52662e+18, 2.59135e+13, 1.28374e+14, 2.72494e+13, 1.29175e+14
2.78689e-06, 400.327, 1.83324e+19, 2.48092e+09, 3.05445e+18, 1.52662e+18, 2.54831e+13, 1.28375e+14, 2.71804e+13, 1.2926e+14
2.82409e-06, 400.328, 1.83323e+19, 2.43675e+09, 3.05445e+18, 1.52662e+18, 2.50581e+13, 1.28374e+14, 2.71107e+13, 1.29345e+14
2.86162e-06, 400.328, 1.83323e+19, 2.39347e+09, 3.05444e+18, 1.52662e+18, 2.46384e+13, 1.28372e+14, 2.70405e+13, 1.29429e+14
2.89948e-06, 400.329, 1.83323e+19, 2.35107e+09, 3.05444e+18, 1.52661e+18, 2.42242e+13, 1.28368e+14, 2.69696e+13, 1.29512e+14
2.93767e-06, 400.329, 1.83323e+19, 2.30952e+09, 3.05443e+18, 1.52661e+18, 2.38153e+13, 1.28362e+14, 2.68982e+13, 1.29594e+14
2.9762e-06, 400.33, 1.83322e+19, 2.26881e+09, 3.05443e+18, 1.52661e+18, 2.34117e+13, 1.28354e+14, 2.68261e+13, 1.29676e+14
3.01507e-06, 400.33, 1.83322e+19, 2.22892e+09, 3.05442e+18, 1.52661e+18, 2.30134e+13, 1.28345e+14, 2.67534e+13, 1.29756e+14
3.05429e-06, 400.331, 1.83322e+19, 2.18984e+09, 3.05442e+18, 1.5266e+18, 2.26204e+13, 1.28334e+14, 2.668e+13, 1.29835e+14
3.09387e-06, 400.331, 1.83322e+19, 2.15154e+09, 3.05441e+18, 1.5266e+18, 2.22326e+13, 1.28322e+14, 2.66061e+13, 1.29914e+14
3.13382e-06, 400.332, 1.83321e+19, 2.11401e+09, 3.05441e+18, 1.5266e+18, 2.18501e+13, 1.28308e+14, 2.65315e+13, 1.29992e+14
3.17414e-06, 400.332, 1.83321e+19, 2.07724e+09, 3.0544e+18, 1.5266e+18, 2.14727e+13, 1.28292e+14, 2.64562e+13, 1.30069e+14
3.21483e-06, 400.333, 1.83321e+19, 2.0412e+09, 3.0544e+18, 1.52659e+18, 2.11006e+13, 1.28275e+14, 2.63804e+13, 1.30146e+14
3.25591e-06, 400.333, 1.83321e+19, 2.00589e+09, 3.05439e+18, 1.52659e+18, 2.07335e+13, 1.28256e+14, 2.63039e+13, 1.30221e+14
3.29738e-06, 400.334, 1.83321e+19, 1.97129e+09, 3.05439e+18, 1.52659e+18, 2.03716e+13, 1.28235e+14, 2.62268e+13, 1.30296e+14
3.33925e-06, 400.334, 1.8332e+19, 1.93738e+09, 3.05438e+18, 1.52659e+18, 2.00147e+13, 1.28213e+14, 2.6149e+13, 1.30371e+14
3.38153e-06, 400.335, 1.8332e+19, 1.90415e+09, 3.05438e+18, 1.52658e+18, 1.96629e+13, 1.2819e+14, 2.60706e+13, 1.30444e+14
3.42423e-06, 400.335, 1.8332e+19, 1.87159e+09, 3.05437e+18, 1.52658e+18, 1.93162e+13, 1.28164e+14, 2.59915e+13, 1.30517e+14
3.46734e-06, 400.336, 1.8332e+19, 1.83968e+09, 3.05437e+18, 1.52658e+18, 1.89744e+13, 1.28137e+14, 2.59118e+13, 1.3059e+14
3.5109e-06, 400.336, 1.83319e+19, 1.80841e+09, 3.05436e+18, 1.52658e+18, 1.86376e+13, 1.28109e+14, 2.58314e+13, 1.30662e+14
3.55489e-06, 400.337, 1.83319e+19, 1.77776e+09, 3.05436e+18, 1.52657e+18, 1.83057e+13, 1.28079e+14, 2.57504e+13, 1.30733e+14
3.59933e-06, 400.337, 1.83319e+19, 1.74772e+09, 3.05435e+18, 1.52657e+18, 1.79787e+13, 1.28047e+14, 2.56687e+13, 1.30803e+14
3.64423e-06, 400.338, 1.83319e+19, 1.71828e+09, 3.05435e+18, 1.52657e+18, 1.76566e+13, 1.28014e+14, 2.55863e+13, 1.30873e+14
3.6896e-06, 400.338, 1.83318e+19, 1.68943e+09, 3.05434e+18, 1.52657e+18, 1.73393e+13, 1.27979e+14, 2.55032e+13, 1.30943e+14
3.73545e-06, 400.339, 1.83318e+19, 1.66116e+09, 3.05434e+18, 1.52657e+18, 1.70268e+13, 1.27943e+14, 2.54195e+13, 1.31012e+14
3.78179e-06, 400.339, 1.83318e+19, 1.63344e+09, 3.05434e+18, 1.52656e+18, 1.67192e+13, 1.27904e+14, 2.53351e+13, 1.3108e+14
3.82863e-06, 400.34, 1.83318e+19, 1.60628e+09, 3.05433e+18, 1.52656e+18, 1.64162e+13, 1.27865e+14, 2.525e+13, 1.31148e+14
3.87598e-06, 400.34, 1.83318e+19, 1.57965e+09, 3.05433e+18, 1.52656e+18, 1.6118e+13, 1.27823e+14, 2.51642e+13, 1.31216e+14
3.92385e-06, 400.341, 1.83317e+19, 1.55356e+09, 3.05432e+18, 1.52656e+18, 1.58244e+13, 1.2778e+14, 2.50777e+13, 1.31283e+14
3.97225e-06, 400.341, 1.83317e+19, 1.52798e+09, 3.05432e+18, 1.52655e+18, 1.55355e+13, 1.27736e+14, 2.49905e+13, 1.3135e+14
4.0212e-06, 400.342, 1.83317e+19, 1.5029e+09, 3.05431e+18, 1.52655e+18, 1.52512e+13, 1.27689e+14, 2.49026e+13, 1.31416e+14
4.07071e-06, 400.342, 1.83317e+19, 1.47832e+09, 3.05431e+18, 1.52655e+18, 1.49715e+13, 1.27642e+14, 2.48139e+13, 1.31482e+14
4.12079e-06, 400.343, 1.83316e+19, 1.45423e+09, 3.0543e+18, 1.52655e+18, 1.46964e+13, 1.27592e+14, 2.47246e+13, 1.31547e+14
4.17146e-06, 400.343, 1.83316e+19, 1.43061e+09, 3.0543e+18, 1.52655e+18, 1.44257e+13, 1.27541e+14, 2.46345e+13, 1.31612e+14
4.22272e-06, 400.344, 1.83316e+19, 1.40745e+09, 3.05429e+18, 1.52654e+18, 1.41595e+13, 1.27488e+14, 2.45436e+13, 1.31677e+14
4.27459e-06, 400.344, 1.83316e+19, 1.38475e+09, 3.05429e+18, 1.52654e+18, 1.38977e+13, 1.27433e+14, 2.44521e+13, 1.31741e+14
4.32709e-06, 400.344, 1.83316e+19, 1.36249e+09, 3.05429e+18, 1.52654e+18, 1.36404e+13, 1.27377e+14, 2.43597e+13, 1.31805e+14
4.38024e-06, 400.345, 1.83315e+19, 1.34067e+09, 3.05428e+18, 1.52654e+18, 1.33874e+13, 1.27319e+14, 2.42666e+13, 1.31869e+14
4.43404e-06, 400.345, 1.83315e+19, 1.31927e+09, 3.05428e+18, 1.52654e+18, 1.31387e+13, 1.27259e+14, 2.41728e+13, 1.31932e+14
4.48851e-06, 400.346, 1.83315e+19, 1.29828e+09, 3.05427e+18, 1.52653e+18, 1.28943e+13, 1.27197e+14, 2.40781e+13, 1.31996e+14
4.54368e-06, 400.346, 1.83315e+19, 1.27771e+09, 3.05427e+18, 1.52653e+18, 1.26542e+13, 1.27134e+14, 2.39827e+13, 1.32058e+14
4.59956e-06, 400.347, 1.83315e+19, 1.25753e+09, 3.05426e+18, 1.52653e+18, 1.24183e+13, 1.27069e+14, 2.38865e+13, 1.32121e+14
4.65617e-06, 400.347, 1.83314e+19, 1.23774e+09, 3.05426e+18, 1.52653e+18, 1.21866e+13, 1.27001e+14, 2.37894e+13, 1.32183e+14
4.71352e-06, 400.348, 1.83314e+19, 1.21833e+09, 3.05425e+18, 1.52653e+18, 1.1959e+13, 1.26933e+14, 2.36916e+13, 1.32245e+14
4.77165e-06, 400.348, 1.83314e+19, 1.19929e+09, 3.05425e+18, 1.52652e+18, 1.17355e+13, 1.26862e+14, 2.35929e+13, 1.32307e+14
4.83056e-06, 400.349, 1.83314e+19, 1.18062e+09, 3.05425e+18, 1.52652e+18, 1.15161e+13, 1.26789e+14, 2.34934e+13, 1.32369e+14
4.89028e-06, 400.349, 1.83313e+19, 1.1623e+09, 3.05424e+18, 1.52652e+18, 1.13007e+13, 1.26715e+14, 2.33931e+13, 1.32431e+14
4.95083e-06, 400.35, 1.83313e+19, 1.14432e+09, 3.05424e+18, 1.52652e+18, 1.10892e+13, 1.26638e+14, 2.32918e+13, 1.32492e+14
5.01224e-06, 400.35, 1.83313e+19, 1.12669e+09, 3.05423e+18, 1.52652e+18, 1.08817e+13, 1.26559e+14, 2.31898e+13, 1.32553e+14
5.07453e-06, 400.351, 1.83313e+19, 1.10938e+09, 3.05423e+18, 1.52651e+18, 1.06781e+13, 1.26479e+14, 2.30868e+13, 1.32614e+14
5.13773e-06, 400.351, 1.83313e+19, 1.0924e+09, 3.05422e+18, 1.52651e+18, 1.04784e+13, 1.26396e+14, 2.29829e+13, 1.32675e+14
5.20186e-06, 400.352, 1.83312e+19, 1.07574e+09, 3.05422e+18, 1.52651e+18, 1.02825e+13, 1.26312e+14, 2.28781e+13, 1.32736e+14
5.26695e-06, 400.352, 1.83312e+19, 1.05938e+09, 3.05421e+18, 1.52651e+18, 1.00903e+13, 1.26225e+14, 2.27724e+13, 1.32797e+14
5.33303e-06, 400.352, 1.83312e+19, 1.04332e+09, 3.05421e+18, 1.52651e+18, 9.90187e+12, 1.26136e+14, 2.26658e+13, 1.32858e+14
5.40013e-06, 400.353, 1.83312e+19, 1.02755e+09, 3.05421e+18, 1.5265e+18, 9.71712e+12, 1.26044e+14, 2.25582e+13, 1.32919e+14
